scientific_name,latitude,longitude,url,image_url,observed_on,phenology,year,month
Yucca jaegeriana,35.385574,-115.080096,https://www.inaturalist.org/observations/256413143,https://inaturalist-open-data.s3.amazonaws.com/photos/459726884/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.380095,-115.083664,https://www.inaturalist.org/observations/256413137,https://inaturalist-open-data.s3.amazonaws.com/photos/459726851/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.369179,-115.094413,https://www.inaturalist.org/observations/256413113,https://inaturalist-open-data.s3.amazonaws.com/photos/459726813/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.362884,-115.100383,https://www.inaturalist.org/observations/256413111,https://inaturalist-open-data.s3.amazonaws.com/photos/459726810/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.354589,-115.104805,https://www.inaturalist.org/observations/256413102,https://inaturalist-open-data.s3.amazonaws.com/photos/459726799/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.362013,-115.100729,https://www.inaturalist.org/observations/256413100,https://inaturalist-open-data.s3.amazonaws.com/photos/459726796/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.347662,-115.107598,https://www.inaturalist.org/observations/256413098,https://inaturalist-open-data.s3.amazonaws.com/photos/459726797/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.343028,-115.105675,https://www.inaturalist.org/observations/256413089,https://inaturalist-open-data.s3.amazonaws.com/photos/459726787/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.33747,-115.103068,https://www.inaturalist.org/observations/256413086,https://inaturalist-open-data.s3.amazonaws.com/photos/459726785/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.343755,-115.105874,https://www.inaturalist.org/observations/256413085,https://inaturalist-open-data.s3.amazonaws.com/photos/459726784/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.306693,-115.119712,https://www.inaturalist.org/observations/256412046,https://inaturalist-open-data.s3.amazonaws.com/photos/459726478/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.321345,-115.105718,https://www.inaturalist.org/observations/256411305,https://inaturalist-open-data.s3.amazonaws.com/photos/459724810/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.329234,-115.101408,https://www.inaturalist.org/observations/256411304,https://inaturalist-open-data.s3.amazonaws.com/photos/459724815/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.314423,-115.113781,https://www.inaturalist.org/observations/256411303,https://inaturalist-open-data.s3.amazonaws.com/photos/459724808/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.306886,-115.119571,https://www.inaturalist.org/observations/256411299,https://inaturalist-open-data.s3.amazonaws.com/photos/459724794/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.298722,-115.1234,https://www.inaturalist.org/observations/256411295,https://inaturalist-open-data.s3.amazonaws.com/photos/459724780/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.291017,-115.12215,https://www.inaturalist.org/observations/256410366,https://inaturalist-open-data.s3.amazonaws.com/photos/459722648/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.290488,-115.121976,https://www.inaturalist.org/observations/256410365,https://inaturalist-open-data.s3.amazonaws.com/photos/459722639/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.282269,-115.119776,https://www.inaturalist.org/observations/256410363,https://inaturalist-open-data.s3.amazonaws.com/photos/459722636/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.274929,-115.110188,https://www.inaturalist.org/observations/256410357,https://inaturalist-open-data.s3.amazonaws.com/photos/459722624/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.275712,-115.118653,https://www.inaturalist.org/observations/256410354,https://inaturalist-open-data.s3.amazonaws.com/photos/459722635/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.41836,-115.074501,https://www.inaturalist.org/observations/256409600,https://inaturalist-open-data.s3.amazonaws.com/photos/459721837/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.475846,-115.046887,https://www.inaturalist.org/observations/256405455,https://inaturalist-open-data.s3.amazonaws.com/photos/459711725/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca brevifolia,33.998255,-116.16465,https://www.inaturalist.org/observations/256216973,https://inaturalist-open-data.s3.amazonaws.com/photos/459327241/medium.jpg,2024-12-25,No Evidence of Flowering,2024,12
Yucca jaegeriana,36.52739623,-114.13706632,https://www.inaturalist.org/observations/256053904,https://inaturalist-open-data.s3.amazonaws.com/photos/458993358/medium.jpeg,2024-12-23,No Evidence of Flowering,2024,12
Yucca jaegeriana,36.1232511212,-115.4040943865,https://www.inaturalist.org/observations/256004872,https://inaturalist-open-data.s3.amazonaws.com/photos/458897232/medium.jpg,2024-12-23,No Evidence of Flowering,2024,12
Yucca jaegeriana,36.1233950799,-115.4041238252,https://www.inaturalist.org/observations/256004723,https://inaturalist-open-data.s3.amazonaws.com/photos/458896882/medium.jpg,2024-12-23,No Evidence of Flowering,2024,12
Yucca brevifolia,34.1349972222,-116.3391416667,https://www.inaturalist.org/observations/255844331,https://inaturalist-open-data.s3.amazonaws.com/photos/458572957/medium.jpeg,2024-10-05,No Evidence of Flowering,2024,10
Yucca jaegeriana,36.4641383333,-114.96457,https://www.inaturalist.org/observations/255777410,https://inaturalist-open-data.s3.amazonaws.com/photos/458448693/medium.jpg,2024-12-20,No Evidence of Flowering,2024,12
Yucca brevifolia,34.6672770477,-118.1944965156,https://www.inaturalist.org/observations/255724088,https://inaturalist-open-data.s3.amazonaws.com/photos/458337803/medium.jpeg,2024-12-20,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.7142999722,-115.8011973092,https://www.inaturalist.org/observations/255718136,https://static.inaturalist.org/photos/458326703/medium.jpg,2024-12-20,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.8618916667,-114.0814971667,https://www.inaturalist.org/observations/255651508,https://inaturalist-open-data.s3.amazonaws.com/photos/458192122/medium.jpg,2024-12-18,No Evidence of Flowering,2024,12
Yucca brevifolia,34.1868347478,-116.0388562787,https://www.inaturalist.org/observations/255644581,https://static.inaturalist.org/photos/458178330/medium.jpg,2024-12-19,No Evidence of Flowering,2024,12
Yucca jaegeriana,36.0531583333,-115.55932,https://www.inaturalist.org/observations/255515135,https://inaturalist-open-data.s3.amazonaws.com/photos/457908102/medium.jpg,2024-12-17,No Evidence of Flowering,2024,12
Yucca brevifolia,35.5051444444,-117.8145194444,https://www.inaturalist.org/observations/255402209,https://inaturalist-open-data.s3.amazonaws.com/photos/457702195/medium.jpeg,2024-12-16,No Evidence of Flowering,2024,12
Yucca brevifolia,35.4998111111,-117.8148333333,https://www.inaturalist.org/observations/255402149,https://inaturalist-open-data.s3.amazonaws.com/photos/457701677/medium.jpeg,2024-12-16,No Evidence of Flowering,2024,12
Yucca brevifolia,34.2803513484,-117.0216365554,https://www.inaturalist.org/observations/255340014,https://inaturalist-open-data.s3.amazonaws.com/photos/457571391/medium.jpeg,2024-12-01,No Evidence of Flowering,2024,12
Yucca brevifolia,35.0008666667,-117.7160333333,https://www.inaturalist.org/observations/255244510,https://inaturalist-open-data.s3.amazonaws.com/photos/457378455/medium.jpg,2024-12-15,No Evidence of Flowering,2024,12
Yucca brevifolia,34.1069657283,-116.4499588824,https://www.inaturalist.org/observations/255239374,https://static.inaturalist.org/photos/457367902/medium.jpg,2024-12-15,No Evidence of Flowering,2024,12
Yucca brevifolia,34.1064414493,-116.4512652183,https://www.inaturalist.org/observations/255238072,https://static.inaturalist.org/photos/457365449/medium.jpg,2024-12-15,No Evidence of Flowering,2024,12
Yucca jaegeriana,36.6642583333,-115.371795,https://www.inaturalist.org/observations/255127785,https://static.inaturalist.org/photos/457139411/medium.jpg,2024-12-09,No Evidence of Flowering,2024,12
Yucca jaegeriana,35.2172914478,-115.7503118786,https://www.inaturalist.org/observations/255052974,https://static.inaturalist.org/photos/456988674/medium.jpg,2024-11-28,No Evidence of Flowering,2024,11
Yucca brevifolia,34.0281138333,-116.1471861667,https://www.inaturalist.org/observations/254998658,https://static.inaturalist.org/photos/456879865/medium.jpg,2024-12-09,No Evidence of Flowering,2024,12
Yucca brevifolia,33.9886472222,-116.0206916667,https://www.inaturalist.org/observations/254989296,https://inaturalist-open-data.s3.amazonaws.com/photos/456861514/medium.jpeg,2024-12-07,No Evidence of Flowering,2024,12
Yucca brevifolia,34.258055,-116.72158,https://www.inaturalist.org/observations/254630219,https://inaturalist-open-data.s3.amazonaws.com/photos/456130930/medium.jpg,2024-12-07,No Evidence of Flowering,2024,12
Yucca brevifolia,33.9272955229,-116.187629186,https://www.inaturalist.org/observations/254593703,https://static.inaturalist.org/photos/456057315/medium.jpg,2024-11-27,No Evidence of Flowering,2024,11
Yucca brevifolia,34.3879707469,-117.1395279551,https://www.inaturalist.org/observations/254241867,https://inaturalist-open-data.s3.amazonaws.com/photos/455351321/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.3879640624,-117.1395194587,https://www.inaturalist.org/observations/254232013,https://inaturalist-open-data.s3.amazonaws.com/photos/455331114/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.3874732749,-117.13940853,https://www.inaturalist.org/observations/254231864,https://inaturalist-open-data.s3.amazonaws.com/photos/455330922/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.387727427,-117.1395428496,https://www.inaturalist.org/observations/254221770,https://inaturalist-open-data.s3.amazonaws.com/photos/455310867/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.3879436329,-117.1395592579,https://www.inaturalist.org/observations/254221436,https://inaturalist-open-data.s3.amazonaws.com/photos/455310554/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.3879592652,-117.1394894366,https://www.inaturalist.org/observations/254221434,https://inaturalist-open-data.s3.amazonaws.com/photos/455309782/medium.jpg,2024-12-05,No Evidence of Flowering,2024,12
Yucca brevifolia,34.0046666667,-116.0827111667,https://www.inaturalist.org/observations/254183224,https://inaturalist-open-data.s3.amazonaws.com/photos/455233193/medium.jpeg,2024-10-05,No Evidence of Flowering,2024,10
Yucca jaegeriana,34.9433866667,-115.512925,https://www.inaturalist.org/observations/254040658,https://static.inaturalist.org/photos/454953936/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,35.7415466667,-118.1201388333,https://www.inaturalist.org/observations/253960984,https://static.inaturalist.org/photos/454797495/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,34.0415916667,-116.1856616667,https://www.inaturalist.org/observations/253943738,https://static.inaturalist.org/photos/454763634/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,35.0032277833,-117.0338583333,https://www.inaturalist.org/observations/253920235,https://static.inaturalist.org/photos/454718612/medium.jpeg,2024-11-28,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.0515888333,-115.7336966667,https://www.inaturalist.org/observations/253761821,https://inaturalist-open-data.s3.amazonaws.com/photos/454435071/medium.jpeg,2024-10-06,No Evidence of Flowering,2024,10
Yucca jaegeriana,36.0427388333,-115.7192166667,https://www.inaturalist.org/observations/253761799,https://inaturalist-open-data.s3.amazonaws.com/photos/454435001/medium.jpeg,2024-10-06,No Evidence of Flowering,2024,10
Yucca jaegeriana,36.0423971667,-115.718645,https://www.inaturalist.org/observations/253761790,https://inaturalist-open-data.s3.amazonaws.com/photos/454434988/medium.jpeg,2024-10-06,No Evidence of Flowering,2024,10
Yucca jaegeriana,36.0227278333,-115.686455,https://www.inaturalist.org/observations/253749828,https://inaturalist-open-data.s3.amazonaws.com/photos/454411874/medium.jpeg,2024-10-06,No Evidence of Flowering,2024,10
Yucca jaegeriana,36.0050416667,-115.624345,https://www.inaturalist.org/observations/253749437,https://inaturalist-open-data.s3.amazonaws.com/photos/454411088/medium.jpeg,2024-10-06,No Evidence of Flowering,2024,10
Yucca jaegeriana,35.408245,-115.7752,https://www.inaturalist.org/observations/253689781,https://inaturalist-open-data.s3.amazonaws.com/photos/454291833/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,36.9698416667,-117.635895,https://www.inaturalist.org/observations/253680640,https://static.inaturalist.org/photos/454280601/medium.jpeg,2024-11-28,No Evidence of Flowering,2024,11
Yucca brevifolia,34.1002102067,-116.2505511047,https://www.inaturalist.org/observations/253674548,https://inaturalist-open-data.s3.amazonaws.com/photos/454261230/medium.jpeg,2024-03-19,No Evidence of Flowering,2024,3
Yucca brevifolia,34.0922855772,-116.2522467972,https://www.inaturalist.org/observations/253674122,https://inaturalist-open-data.s3.amazonaws.com/photos/454260576/medium.jpeg,2024-03-19,No Evidence of Flowering,2024,3
Yucca brevifolia,34.4069616,-117.6245918,https://www.inaturalist.org/observations/253663328,https://static.inaturalist.org/photos/454239947/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,34.4116056687,-117.6190508902,https://www.inaturalist.org/observations/253662856,https://inaturalist-open-data.s3.amazonaws.com/photos/454239048/medium.jpeg,2024-11-30,No Evidence of Flowering,2024,11
Yucca brevifolia,35.1092561474,-118.1349861995,https://www.inaturalist.org/observations/253542898,https://inaturalist-open-data.s3.amazonaws.com/photos/453999420/medium.jpeg,2024-11-29,No Evidence of Flowering,2024,11
Yucca jaegeriana,35.2335916667,-115.5051633333,https://www.inaturalist.org/observations/253431986,https://inaturalist-open-data.s3.amazonaws.com/photos/453777569/medium.jpeg,2024-11-27,No Evidence of Flowering,2024,11
Yucca brevifolia,35.7365684509,-118.122215271,https://www.inaturalist.org/observations/253346413,https://inaturalist-open-data.s3.amazonaws.com/photos/453608004/medium.jpeg,2024-11-27,No Evidence of Flowering,2024,11
Yucca brevifolia,34.7882133333,-118.1026221667,https://www.inaturalist.org/observations/253321843,https://inaturalist-open-data.s3.amazonaws.com/photos/453559055/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,34.4958083333,-117.6434466667,https://www.inaturalist.org/observations/253137417,https://inaturalist-open-data.s3.amazonaws.com/photos/453204522/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,35.0221111667,-117.0235361667,https://www.inaturalist.org/observations/252805979,https://inaturalist-open-data.s3.amazonaws.com/photos/452593291/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,33.9899106045,-116.024068175,https://www.inaturalist.org/observations/252777610,https://static.inaturalist.org/photos/452541839/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,33.9899162622,-116.0277488363,https://www.inaturalist.org/observations/252777598,https://static.inaturalist.org/photos/452541802/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,33.9897923516,-116.0299078931,https://www.inaturalist.org/observations/252777537,https://static.inaturalist.org/photos/452541683/medium.jpeg,2024-11-23,No Evidence of Flowering,2024,11
Yucca brevifolia,34.1581805,-116.5240166667,https://www.inaturalist.org/observations/252672439,https://inaturalist-open-data.s3.amazonaws.com/photos/452348420/medium.jpeg,2024-11-13,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.64287166,-114.13019004,https://www.inaturalist.org/observations/252515288,https://inaturalist-open-data.s3.amazonaws.com/photos/452049279/medium.jpeg,2024-11-19,No Evidence of Flowering,2024,11
Yucca brevifolia,34.448864717,-117.3767123076,https://www.inaturalist.org/observations/252407437,https://inaturalist-open-data.s3.amazonaws.com/photos/451837833/medium.jpeg,2024-11-20,No Evidence of Flowering,2024,11
Yucca brevifolia,34.3974611042,-117.3616104997,https://www.inaturalist.org/observations/252395613,https://inaturalist-open-data.s3.amazonaws.com/photos/451815367/medium.jpeg,2024-11-20,No Evidence of Flowering,2024,11
Yucca brevifolia,34.3974588462,-117.3627955441,https://www.inaturalist.org/observations/252394972,https://inaturalist-open-data.s3.amazonaws.com/photos/451813932/medium.jpeg,2024-11-20,No Evidence of Flowering,2024,11
Yucca brevifolia,34.055375,-116.2194533333,https://www.inaturalist.org/observations/252241126,https://inaturalist-open-data.s3.amazonaws.com/photos/451506623/medium.jpeg,2024-11-06,No Evidence of Flowering,2024,11
Yucca brevifolia,34.11425,-116.4663616667,https://www.inaturalist.org/observations/252240546,https://inaturalist-open-data.s3.amazonaws.com/photos/451505715/medium.jpeg,2024-11-06,No Evidence of Flowering,2024,11
Yucca brevifolia,34.1377116253,-116.3423170888,https://www.inaturalist.org/observations/251811021,https://inaturalist-open-data.s3.amazonaws.com/photos/450637285/medium.png,2024-11-15,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.22346388,-115.08259907,https://www.inaturalist.org/observations/251500990,https://inaturalist-open-data.s3.amazonaws.com/photos/450022608/medium.jpeg,2024-11-12,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8433868093,-114.37094833,https://www.inaturalist.org/observations/251470190,https://inaturalist-open-data.s3.amazonaws.com/photos/449957931/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8612650578,-114.3738574921,https://www.inaturalist.org/observations/251470188,https://inaturalist-open-data.s3.amazonaws.com/photos/449957924/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8674376354,-114.3688738393,https://www.inaturalist.org/observations/251470187,https://inaturalist-open-data.s3.amazonaws.com/photos/449957913/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8679792288,-114.3683837841,https://www.inaturalist.org/observations/251470186,https://inaturalist-open-data.s3.amazonaws.com/photos/449957908/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8876400369,-114.3530278282,https://www.inaturalist.org/observations/251470182,https://inaturalist-open-data.s3.amazonaws.com/photos/449957886/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.8982673854,-114.344276297,https://www.inaturalist.org/observations/251470180,https://inaturalist-open-data.s3.amazonaws.com/photos/449957884/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.905333413,-114.3363010674,https://www.inaturalist.org/observations/251470179,https://inaturalist-open-data.s3.amazonaws.com/photos/449957881/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.9132597033,-114.3364525484,https://www.inaturalist.org/observations/251470178,https://inaturalist-open-data.s3.amazonaws.com/photos/449957874/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.9146615665,-114.336461703,https://www.inaturalist.org/observations/251470174,https://inaturalist-open-data.s3.amazonaws.com/photos/449957873/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.922275097,-114.3361031778,https://www.inaturalist.org/observations/251470173,https://inaturalist-open-data.s3.amazonaws.com/photos/449957866/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,36.9240446963,-114.3366860195,https://www.inaturalist.org/observations/251470170,https://inaturalist-open-data.s3.amazonaws.com/photos/449957864/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0008788417,-114.3188322331,https://www.inaturalist.org/observations/251468572,https://inaturalist-open-data.s3.amazonaws.com/photos/449955940/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0286024566,-114.3180257497,https://www.inaturalist.org/observations/251468566,https://inaturalist-open-data.s3.amazonaws.com/photos/449955922/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0548151406,-114.3323164147,https://www.inaturalist.org/observations/251468565,https://inaturalist-open-data.s3.amazonaws.com/photos/449955905/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0293056073,-114.3173434894,https://www.inaturalist.org/observations/251468564,https://inaturalist-open-data.s3.amazonaws.com/photos/449955908/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0719234749,-114.3436407239,https://www.inaturalist.org/observations/251467025,https://inaturalist-open-data.s3.amazonaws.com/photos/449950439/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0772715802,-114.3492795632,https://www.inaturalist.org/observations/251467024,https://inaturalist-open-data.s3.amazonaws.com/photos/449950438/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.0897827438,-114.3597711987,https://www.inaturalist.org/observations/251467017,https://inaturalist-open-data.s3.amazonaws.com/photos/449950437/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1097542807,-114.3668421877,https://www.inaturalist.org/observations/251467016,https://inaturalist-open-data.s3.amazonaws.com/photos/449950409/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1197712313,-114.3677740331,https://www.inaturalist.org/observations/251467015,https://inaturalist-open-data.s3.amazonaws.com/photos/449950407/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1284155379,-114.3705395779,https://www.inaturalist.org/observations/251467014,https://inaturalist-open-data.s3.amazonaws.com/photos/449950392/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1498490278,-114.3356876956,https://www.inaturalist.org/observations/251467011,https://inaturalist-open-data.s3.amazonaws.com/photos/449950378/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1486268953,-114.3440446257,https://www.inaturalist.org/observations/251467010,https://inaturalist-open-data.s3.amazonaws.com/photos/449950364/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1478485526,-114.349145022,https://www.inaturalist.org/observations/251467005,https://inaturalist-open-data.s3.amazonaws.com/photos/449950365/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1467626607,-114.3542766023,https://www.inaturalist.org/observations/251466999,https://inaturalist-open-data.s3.amazonaws.com/photos/449950351/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1459883188,-114.3576049459,https://www.inaturalist.org/observations/251466996,https://inaturalist-open-data.s3.amazonaws.com/photos/449950354/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1443208712,-114.3650947275,https://www.inaturalist.org/observations/251466992,https://inaturalist-open-data.s3.amazonaws.com/photos/449950338/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1444108679,-114.3658496723,https://www.inaturalist.org/observations/251466986,https://inaturalist-open-data.s3.amazonaws.com/photos/449950337/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1458665162,-114.3896503031,https://www.inaturalist.org/observations/251466982,https://inaturalist-open-data.s3.amazonaws.com/photos/449950323/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1466922086,-114.3781520036,https://www.inaturalist.org/observations/251466976,https://inaturalist-open-data.s3.amazonaws.com/photos/449950327/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.1468454854,-114.3788748748,https://www.inaturalist.org/observations/251466974,https://inaturalist-open-data.s3.amazonaws.com/photos/449950325/medium.jpg,2024-11-10,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2501785529,-114.3698130552,https://www.inaturalist.org/observations/251461948,https://inaturalist-open-data.s3.amazonaws.com/photos/449942599/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2488794575,-114.3702843325,https://www.inaturalist.org/observations/251461946,https://inaturalist-open-data.s3.amazonaws.com/photos/449942593/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2485441745,-114.3705904491,https://www.inaturalist.org/observations/251461944,https://inaturalist-open-data.s3.amazonaws.com/photos/449942589/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.24627823,-114.3711882736,https://www.inaturalist.org/observations/251461943,https://inaturalist-open-data.s3.amazonaws.com/photos/449942586/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2458293379,-114.370887265,https://www.inaturalist.org/observations/251461941,https://inaturalist-open-data.s3.amazonaws.com/photos/449942577/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2508250005,-114.3695981227,https://www.inaturalist.org/observations/251461938,https://inaturalist-open-data.s3.amazonaws.com/photos/449942559/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2551644282,-114.3720023006,https://www.inaturalist.org/observations/251461937,https://inaturalist-open-data.s3.amazonaws.com/photos/449942554/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2580709326,-114.3735829681,https://www.inaturalist.org/observations/251461933,https://inaturalist-open-data.s3.amazonaws.com/photos/449942540/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2603088759,-114.3761081926,https://www.inaturalist.org/observations/251461932,https://inaturalist-open-data.s3.amazonaws.com/photos/449942526/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2630070673,-114.378598665,https://www.inaturalist.org/observations/251461931,https://inaturalist-open-data.s3.amazonaws.com/photos/449942527/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2651894808,-114.3828970589,https://www.inaturalist.org/observations/251458697,https://inaturalist-open-data.s3.amazonaws.com/photos/449935044/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2680392378,-114.3868827558,https://www.inaturalist.org/observations/251458695,https://inaturalist-open-data.s3.amazonaws.com/photos/449935033/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2678071837,-114.389762557,https://www.inaturalist.org/observations/251458692,https://inaturalist-open-data.s3.amazonaws.com/photos/449935022/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2609744525,-114.4017296209,https://www.inaturalist.org/observations/251458689,https://inaturalist-open-data.s3.amazonaws.com/photos/449934992/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2588830219,-114.4030925362,https://www.inaturalist.org/observations/251458686,https://inaturalist-open-data.s3.amazonaws.com/photos/449934981/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2508132954,-114.4073581374,https://www.inaturalist.org/observations/251458685,https://inaturalist-open-data.s3.amazonaws.com/photos/449934965/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2382514612,-114.4118005914,https://www.inaturalist.org/observations/251458683,https://inaturalist-open-data.s3.amazonaws.com/photos/449934943/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2268524426,-114.4240267497,https://www.inaturalist.org/observations/251458679,https://inaturalist-open-data.s3.amazonaws.com/photos/449934920/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
Yucca jaegeriana,37.2270440061,-114.4259670441,https://www.inaturalist.org/observations/251458678,https://inaturalist-open-data.s3.amazonaws.com/photos/449934911/medium.jpg,2024-11-09,No Evidence of Flowering,2024,11
